        200        500        960       1440       2520       3000       3000       3000       3000       3000       3000       3000       3000       3000       3000       3000       3000       3000       3000       3000       3000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
        180        480        900       1370       1920       3150       4000       4000       4000       4000       4000       4000       4000       4000       4000       4000       4000       4000       4000       4000       4000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
        170        420        750       1200       1770       2400       3780       5000       5000       5000       5000       5000       5000       5000       5000       5000       5000       5000       5000       5000       5000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         70        260        420        630       1050       1520       2020       3090       3850       3850       3850       3850       3850       3850       3850       3850       3850       3850       3850       3850       3850       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         70        230        330        530        770       1260       1810       2350       3530       4200       4200       4200       4200       4200       4200       4200       4200       4200       4200       4200       4200       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         70        190        280        400        630        910       1470       2090       2690       3970       4900       4900       4900       4900       4900       4900       4900       4900       4900       4900       4900       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         70        170        230        330        470        740       1050       1680       2370       3020       4410       5600       5600       5600       5600       5600       5600       5600       5600       5600       5600       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         70        140        190        260        390        540        840       1190       1890       2660       3360       4850       5950       5950       5950       5950       5950       5950       5950       5950       5950       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         52         52        112        165        225        330        450        712       1005       1575       2205       2775       3967       4725       4725       4725       4725       4725       4725       4725       4725       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         52         52         52        127        187        247        367        502        787       1110       1732       2415       3022       4297       5250       5250       5250       5250       5250       5250       5250       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         48         48         48         48        130        192        254        371        509        798       1115       1735       2416       3008       4096       4819       4819       4819       4819       4819       4819       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         48         48         48         48         48        123        185        247        378        509        771       1087       1686       2361       2939       4268       4819       4819       4819       4819       4819       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         48         48         48         48         48         48        137        206        268        413        550        846       1204       1831       2554       3084       4337       4819       4819       4819       4819       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         48         48         48         48         48         48         48        144        220        296        443        585        915       1253       1955       2650       3325       4378       4819       4819       4819       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         42         42         42         42         42         42         42         42        138        210        276        408        552        864       1176       1806       2520       3066       3990       4200       4200       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         42         42         42         42         42         42         42         42         42        150        228        300        438        588        906       1260       1932       2646       3276       4200       4200       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         42         42         42         42         42         42         42         42         42         42        156        234        318        462        630        948       1326       2058       2838       3402       4032       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         42         42         42         42         42         42         42         42         42         42         84        162        252        336        492        672       1050       1428       2184       2982       3468       5000       5000       5000       5000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         42         42         42         42         42         42         42         42         42         42         42         84        174        264        354        504        714       1050       1470       2268       2646       4000       4000       5000       5000       5000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         42         42         42         42         42         42         42         42         42         42         42         84        126        186        288        378        558        738       1134       1596       2352       3000       3000       4000       4000       5000       5000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40        200        300        450        500       1000       1250       1750       2250       2750       3250       3750       4250       4750       5250       5750       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40        250        350        450        800       1000       1500       2000       2500       3000       3500       4000       4500       5000       5500       5750       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40        300        400        600        800       1250       1750       2250       2750       3250       3750       4250       4750       5250       5500       5750       6000       6000       6000       6000       6000       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40        300        400        600       1000       1500       2000       2500       3000       3500       4000       4500       5000       5250       5500       5750       6000       6000       6000       6000       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40        200        400        500       1250       1750       2250       2750       3250       3750       4250       4750       5000       5250       5500       5750       6000       6000       6000       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40        200        400       1000       1500       2000       2500       3000       3500       4000       4500       4750       5000       5250       5500       5750       6000       6000       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40        200        750       1250       1750       2250       2750       3250       3750       4250       4500       4750       5000       5250       5500       5750       6000       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         50       1000       1500       2000       2500       3000       3500       4000       4250       4500       4750       5000       5250       5500       5750       6000       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40        750       1250       1750       2250       2750       3250       3750       4000       4250       4500       4750       5000       5250       5500       5750       6000       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500       4750       5000       5250       5500       5750       6000       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500       4750       5000       5250       5500       5750       6000       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500       4750       5000       5250       5500       5750       6000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500       4750       5000       5250       5500       5750
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500       4750       5000       5250       5500
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500       4750       5000       5250
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500       4750       5000
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500       4750
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250       4500
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000       4250
         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40         40       1000       1500       2000       2500       3000       3500       3750       4000
